Polyjuice,48,1,582.4392,0.11678972000000001
Polyjuice,48,2,1318.1132,0.08178369999999999
Polyjuice,48,4,431.9634,0.5414784
Polyjuice,48,8,878.7094000000001,0.232551
Polyjuice,48,16,7802.848,0.05045708
Polyjuice,48,48,737824.2,4.487008e-05
Silo,48,1,31173.339999999997,0.4122382
Silo,48,2,60057.780000000006,0.36371659999999995
Silo,48,4,125027.4,0.30697040000000003
Silo,48,8,257808.2,0.23489379999999999
Silo,48,16,447014.2,0.13681320000000002
Silo,48,48,823651.0,3.6056740000000006e-05
2PL,48,1,2145.2264000000005,0.0
2PL,48,2,6100.148,0.0
2PL,48,4,12550.851999999999,0.0
2PL,48,8,11800.444,0.0
2PL,48,16,6925.438,0.0
2PL,48,48,585706.4,2.273114e-08
